Mobile;Radio Call Sign;Date;Latitude;Longitude;Heading;Speed
RIO SIMPSON (L/B);CB4418;13/03/2019 16:30:00;-39.283;-75.457;210;4.996
EL CHONO (ART);CB8218;13/03/2019 16:30:00;-45.778;-73.526;49;5.501
DOÑA AMANDA (L/B);CA3232;13/03/2019 16:30:00;-40.196;-75.581;155;5.501
DON JOSE I (ART);CA3693;13/03/2019 16:30:00;-18.472;-70.324;75;0
DON GERMAN I (ART);CB6824;13/03/2019 16:30:00;-33.023;-71.63;336;0
TRAUWÜN I (ART);CB7765;13/03/2019 16:30:00;-30.318;-71.716;171;2.002
ISAIAS (L/B);CB4795;13/03/2019 16:30:00;-36.727;-73.132;29;0
DON BENITO II (ART);CB8981;13/03/2019 16:30:00;-28.187;-71.235;54;1.497
DON RAFAEL (ART);CB8339;13/03/2019 16:30:00;-33.584;-71.615;157;0
RAQUEL I (ART);CB8952;13/03/2019 16:30:00;-28.191;-71.268;124;6.998
BENJAMIN S (L/B);CA4192;13/03/2019 16:30:00;-37.6;-73.661;83;0
MAIMAU I  (ART);CA4388;13/03/2019 16:30:00;-28.109;-71.25;169;6.998
MASTER (ART);CB6356;13/03/2019 16:30:00;-39.835;-73.258;193;0
DON ATILIO (ART);CA3559;13/03/2019 16:30:00;-28.28;-71.235;4;6.006
DON ALEJANDRO II (ART);CB4069;13/03/2019 16:30:00;-22.519;-70.777;241;0
PIONERO (ART);CB6548;13/03/2019 16:30:00;-27.061;-70.824;117;0
DON JOSE EDGARDO (ART);CB8209;13/03/2019 16:30:00;-27.063;-70.825;67;0
LUIS ALFONSO I (L/B);CA5065;13/03/2019 16:30:00;-40.072;-75.742;156;4.996
DOÑA BELLA (L/B);CB5197;13/03/2019 16:30:00;-20.2324;-70.15;76;0
LAGO GENESARET (L/B);CB2854;13/03/2019 16:30:00;-39.9724;-75.5303;92;5.501
JUAN CLAUDIO I (L/B);CA3501;13/03/2019 16:30:00;-37.6018;-73.6573;21;0
STA XIMENA (L/B);CB6886;13/03/2019 16:30:00;-39.8952;-74.0241;3;7.503
NEFI (L/B);CB7327;13/03/2019 16:30:00;-36.7257;-73.1318;14;0
PATRICIA VANESSA (ART);CA3534;13/03/2019 16:30:00;-37.1968;-73.4676;29;0.797
EL PACIFICO (ART);CA2729;13/03/2019 16:30:00;-42.423889;-73.399167;3;7.406
LAUREANO V (L/B);CB4920;13/03/2019 16:30:00;-35.3377;-72.3998;27;0
COÑA (L/B);CB3596;13/03/2019 16:30:00;-35.7131;-73.1274;63;6.998
YOVANKA (L/B);CB5271;13/03/2019 16:30:00;-39.2609;-75.7494;86;0.505
MARIA INES (L/B);CB2105;13/03/2019 16:30:00;-43.1224;-73.624;42;0
CHAFIC I (ART);CA3537;13/03/2019 16:30:00;-29.9523;-71.3354;337;0
CARMENCHA (L/B);CB4100;13/03/2019 16:30:00;-39.8328;-73.2547;33;0
SAN CARLOS II (L/B);CB4097;13/03/2019 16:30:00;-45.9619;-75.5243;5;6.006
DON ENRIQUE F (L/B);CB9690;13/03/2019 16:30:00;-39.2636;-74.9629;256;4.996
JOSE BASILIO (L/B);CB3181;13/03/2019 16:30:00;-37.6012;-73.6557;32;0
OSCAR ALONSO (L/B);CA4424;13/03/2019 16:30:00;-39.2195;-74.8558;26;0.505
MARIA LORETO (L/B);CB2011;13/03/2019 16:30:00;-33.585;-71.6139;342;0
LUIS DAVID I (L/B);CA4286;13/03/2019 16:30:00;-40.14;-75.6018;273;6.492
PAOLA STEPHANIE (L/B);CA3299;13/03/2019 16:30:00;-37.6035;-73.6521;31;0
CLAUDIA VICTORIA (L/B);CB3812;13/03/2019 16:30:00;-25.7787;-70.8728;341;6.998
MORONI (L/B);CB3993;13/03/2019 16:30:00;-40.0503;-75.6518;335;0.505
EBEN EZER I (L/B);CB7497;13/03/2019 16:30:00;-24.8931;-70.5961;186;6.006
SANTA ISABEL IV (L/B);CB8764;13/03/2019 16:30:00;-50.9469;-76.1738;161;9.505
OCEANIA (L/B);CB4692;13/03/2019 16:30:00;-35.3884;-72.7711;68;6.998
DON NESTOR (L/B);CB8291;13/03/2019 16:30:00;-43.1233;-73.6234;90;0
MILENIUM (L/B);CB6708;13/03/2019 16:30:00;-39.8291;-73.2513;177;0
JUAN CLAUDIO II (L/B);CA4448;13/03/2019 16:30:00;-37.6017;-73.6573;57;0
BETTY YULY (L/B);CB3744;13/03/2019 16:30:00;-31.835;-71.8441;141;0
LUCAS I (ART);CB9299;13/03/2019 16:30:00;-37.026111;-73.157222;147;0
ANTARES IV (ART);CA2738;13/03/2019 16:30:00;-41.8875;-73.0175;309;6.998
MAMITA RITA (L/B);CB3130;13/03/2019 16:30:00;-28.6342;-71.5511;79;6.006
ARAUCANA III (L/B);CB4205;13/03/2019 16:30:00;-41.7593;-74.9724;340;0.991
IVETH I (L/B);CB3558;13/03/2019 16:30:00;-40.1772;-75.6411;18;1.497
MARIA CRUZ II (L/B);CB3666;13/03/2019 16:30:00;-39.1329;-75.0891;97;4.004
CARLA BELEN I (L/B);CB7097;13/03/2019 16:30:00;-37.6015;-73.6551;44;0
ROCIO III (L/B);CB7658;13/03/2019 16:30:00;-27.0637;-70.8249;55;0
HUMBOLDT II (ART);CB8112;13/03/2019 16:30:00;-18.471;-70.3232;78;0
VALENTINA ARACELI (L/B);CA4719;13/03/2019 16:30:00;-39.3584;-74.9125;195;4.51
DON ADRIAN (L/B);CB3605;13/03/2019 16:30:00;-43.1222;-73.6242;0;0
DON CARLOS (L/B);CB9160;13/03/2019 16:30:00;-37.6016;-73.6552;36;0
DOÑA NIEVES (L/B);CB6028;13/03/2019 16:30:00;-40.1651;-75.5999;346;3.499
LUZ ELENA (L/B);CB4206;13/03/2019 16:30:00;-35.3385;-72.3985;33;0
JUAN ANTONIO I (L/B);CB7000;13/03/2019 16:30:00;-27.0637;-70.8249;24;0
DON GILBERTO I (ART);CB3819;13/03/2019 16:30:00;-40.2757;-75.7926;260;6.006
ALFA I (L/B);CB4651;13/03/2019 16:30:00;-42.5119;-74.8877;256;2.994
TUMBES (L/B);CA3554;13/03/2019 16:30:00;-39.3965;-74.8087;207;4.996
SANTA PALESTINA I (L/B);CA3533;13/03/2019 16:30:00;-37.6016;-73.655;41;0
MUTRUN (L/B);CA5814;13/03/2019 16:30:00;-35.3387;-72.3986;22;0
HECTOR ALFREDO (L/B);CA4908;13/03/2019 16:30:00;-39.3333;-74.8553;84;0.505
DON RODRIGO B (ART);CA3929;13/03/2019 16:30:00;-37.151667;-73.484722;130;5.695
DON ALFREDO (L/B);CB6235;13/03/2019 16:30:00;-48.946;-76.122;334;0.991
JECHITO VI (L/B);CB3884;13/03/2019 16:30:00;-33.449;-72.002;54;4.51
SANTA BARBARA II (L/B);CB9028;13/03/2019 16:30:00;-41.702;-73.029;196;2.994
EYZER (L/B);CB4942;13/03/2019 16:30:00;-41.509;-72.996;9;6.006
MARJUXI II (L/B);CB5284;13/03/2019 16:30:00;-45.415;-75.641;198;2.994
PALMI I (L/B);CB7795;13/03/2019 16:30:00;-41.78;-74.964;1;6.006
STELLA MARIS II (ART-TRP);CA4400;13/03/2019 16:30:00;-44.262;-74.658;71;8.009
FELIPE EDUARDO (ART);CB7652;13/03/2019 16:30:00;-45.401;-72.703;200;0
DON JUAN (ART-TRP);CB9510;13/03/2019 16:30:00;-45.165;-73.524;2;0
SANTA IRENE III (L/B);CB4298;13/03/2019 16:30:00;-39.185;-74.921;280;6.006
MARIA M (L/B);CA7195;13/03/2019 16:30:00;-39.976;-75.732;203;6.006
JUAN BAUTISTA (L/B);CA2297;13/03/2019 16:30:00;-43.203;-74.445;1;6.492
ISLA TABON (L/B);CB4727;13/03/2019 16:30:00;-32.128;-71.669;6;0
EL PATO (L/B);CA6380;13/03/2019 16:30:00;-27.371;-71.167;80;0.991
DON LUIS ALBERTO II (ART);CA3864;13/03/2019 16:29:53;-37.0974;-73.1644;142;0.097
VALENCIA (ART);CB2452;13/03/2019 16:29:45;-20.2045;-70.1527;0;0
POLACO I (ART-TRP);CA5779;13/03/2019 16:29:45;-53.097;-70.873;178;0
PETER I (ART-TRP);CB9325;13/03/2019 16:29:36;-53.0957;-70.8747;0;0
RIO JORDAN X (ART);CA7673;13/03/2019 16:29:30;-37.0978;-73.1648;122;0
INTREPIDA II (ART);CB3914;13/03/2019 16:29:27;-36.7266;-73.1317;0;0
ARKHOS I (ART);CB8235;13/03/2019 16:29:22;-18.4717;-70.3224;0;0
DON FRUCTUOSO (ART);CB7433;13/03/2019 16:29:18;-18.4728;-70.3216;0;0
GALILEA I (ART);CA3627;13/03/2019 16:29:10;-37.0262;-73.158;343;0.097
JACKIE (L/B);CB4098;13/03/2019 16:29:00;-41.4929;-72.9851;0;0
TOTO (ART);CA2459;13/03/2019 16:29:00;-41.764167;-73.129167;0;0
CAMPARI III (ART);CB9578;13/03/2019 16:29:00;-41.5025;-72.990833;0;0
MARCO POLO (ART);CB2247;13/03/2019 16:29:00;-36.711667;-73.113056;0;0
RODIALFA III (ART);CA2131;13/03/2019 16:29:00;-42.381667;-73.646667;188;0.097
ORION IV (ART);CA3426;13/03/2019 16:29:00;-41.786944;-73.186111;31;0
ANA MARIA (ART);CA2598;13/03/2019 16:29:00;-37.070833;-73.243889;236;8.708
EMELINDA (ART);CB3118;13/03/2019 16:29:00;-36.725833;-73.132222;275;0
CRISTINA (ART);CB7787;13/03/2019 16:29:00;-36.657778;-73.081667;162;6.006
TURIMAR II (ART);CB7028;13/03/2019 16:29:00;-36.641944;-73.090278;334;0
DOÑA GLADYS II (ART);CA3307;13/03/2019 16:29:00;-37.056944;-73.226667;67;6.803
ANGELINA (ART);CB7753;13/03/2019 16:29:00;-36.726389;-73.1325;331;0
MAGDALENA II (ART);CB3050;13/03/2019 16:29:00;-36.711667;-73.113056;284;0
EL BELA (ART);CB8059;13/03/2019 16:28:56;-37.0981;-73.1673;195;0.292
TRINQUETE (ART);CB5879;13/03/2019 16:28:54;-23.0922;-70.4439;171;0.194
ABEL (ART);CA3747;13/03/2019 16:28:50;-18.4723;-70.3234;0;0
CHANGO (ART);CA2065;13/03/2019 16:28:50;-36.712;-73.1123;0;0
PAOLA I (ART);CA3182;13/03/2019 16:28:21;-37.097;-73.1661;10;0
SARITA ELVIRA (ART);CB4283;13/03/2019 16:28:19;-42.7525;-74.7969;157;1.205
PETROHUE III (ART);CB8757;13/03/2019 16:28:13;-18.4723;-70.3211;0;0
SANTIAGO (ART);CB8541;13/03/2019 16:28:13;-18.4712;-70.3227;357;0.505
ISAURA I (ART);CA2650;13/03/2019 16:28:08;-18.473;-70.3215;0;0
SUSANA (ART);CB7903;13/03/2019 16:28:04;-36.7274;-73.1319;235;0.097
HALCON I (ART);CA5204;13/03/2019 16:28:00;-36.710833;-73.110833;93;0
DON MATEO (ART);CA2746;13/03/2019 16:28:00;-37.026389;-73.156667;170;0
ARKHOS II (ART);CB6995;13/03/2019 16:27:39;-18.4716;-70.3224;4;0
GREISIS NICOL II (ART);CA2615;13/03/2019 16:27:36;-53.2407;-74.016;319;6.104
EBENEZER II (ART);CB8449;13/03/2019 16:27:36;-39.8736;-73.3833;0;0
XOLOT (ART);CB8110;13/03/2019 16:27:36;-28.2747;-71.3399;41;0.505
DON LUCHO (ART);CB9555;13/03/2019 16:27:35;-18.4717;-70.323;10;0.505
DON ANSELMO II (ART);CB9589;13/03/2019 16:27:33;-37.0985;-73.1668;351;0.505
JOYA DEL PACIFICO (L/B);CB3632;13/03/2019 16:27:31;-33.9297;-72.4998;23;4.51
CAROLINA I (L/B);CB4336;13/03/2019 16:27:14;-40.1212;-75.6207;251;6.298
DON ORLANDO (ART);CB9879;13/03/2019 16:27:08;-36.7263;-73.1315;0;0
FRAPOLI (L/B);CB3805;13/03/2019 16:27:00;-46.2109;-75.5436;339;8.009
DON NENE (ART);CB5547;13/03/2019 16:27:00;-37.5998;-73.662;0;0
ANTARES II (ART);CB8832;13/03/2019 16:27:00;-42.895278;-73.479167;214;0
DON BRUNO (ART);CB7732;13/03/2019 16:27:00;-36.711111;-73.109722;75;0
SUSANA III (ART);CA4166;13/03/2019 16:27:00;-39.960556;-75.970833;241;3.79
LAUCA (ART);CA3610;13/03/2019 16:27:00;-36.654722;-73.085278;44;0.603
CANDELARIA II (ART);CA4249;13/03/2019 16:27:00;-28.050556;-71.267222;179;8.009
PIGARGO (ART);CB3431;13/03/2019 16:27:00;-45.408611;-72.943889;76;0
NELLY (ART);CB3301;13/03/2019 16:27:00;-37.026667;-73.158056;0;0
YOLIH (ART);CB2504;13/03/2019 16:27:00;-36.675833;-73.08;88;0
DON DEMETRIO III (ART);CB8555;13/03/2019 16:27:00;-37.098056;-73.165556;220;0
ALDEBARAN II (ART);CB3903;13/03/2019 16:27:00;-23.096667;-70.446944;251;0
KAREN PAMELA (ART);CA4047;13/03/2019 16:27:00;-18.471667;-70.323611;153;0
DON TITO R (ART);CB6575;13/03/2019 16:26:41;-39.3987;-75.062;49;0.894
DON PEYO I (ART-TRP);CB8940;13/03/2019 16:26:40;-51.7383;-72.5039;0;0
ELVA S (ART;CB3120;13/03/2019 16:26:29;-18.4719;-70.3214;12;0.505
TUAREG I (ART);CB8162;13/03/2019 16:26:25;-18.4728;-70.3232;0;0
COYI I (ART);CA5350;13/03/2019 16:26:23;-18.472;-70.3214;9;0
DON ROBERT (ART);CA2698;13/03/2019 16:26:22;-39.1634;-75.4913;36;8.009
PETROHUE II (ART);CB7843;13/03/2019 16:26:12;-18.4726;-70.3208;356;0
OSFRAMA (ART);CA5559;13/03/2019 16:26:01;-39.8355;-73.2592;0;0
REY DE REYES (ART);CA4170;13/03/2019 16:26:00;-37.601667;-73.6575;330;0
AMPARITO I (ART);CB8202;13/03/2019 16:26:00;-36.724167;-73.048333;130;0
VALENTINA (L/B);CA7237;13/03/2019 16:26:00;-18.471111;-70.323056;136;0
DON LINO (ART);CB2026;13/03/2019 16:26:00;-43.121944;-73.624722;86;0
LUIS DAVID II (ART);CA5440;13/03/2019 16:26:00;-39.004722;-75.299444;26;0.194
DON ISAAC (ART);CA3231;13/03/2019 16:26:00;-41.764444;-73.128056;0;0
PIA LICETTY I (ART);CA5601;13/03/2019 16:26:00;-45.158889;-73.518333;353;0
NIÑA XIMENA (L/B);CA6685;13/03/2019 16:26:00;-37.172778;-73.479167;230;6.104
MAMA EDITH (ART);CA6783;13/03/2019 16:26:00;-37.121667;-73.361111;70;6.998
MARTIN RENATO (ART);CA2800;13/03/2019 16:26:00;-37.149444;-73.438056;54;2.099
JORGE ANDRES (ART);CA6216;13/03/2019 16:26:00;-37.025833;-73.1575;42;0
SANDRITA I (ART);CB6813;13/03/2019 16:25:43;-36.7266;-73.1316;0;0
LOBO DE AFUERA IV (ART);CA3433;13/03/2019 16:25:42;-18.4724;-70.3225;0;0
DON LUCHO III (ART);CA5091;13/03/2019 16:25:40;-37.0999;-73.1658;191;0.097
PUNTA TALCA (ART);CB2177;13/03/2019 16:25:39;-29.95;-71.3346;200;4.51
STA. ISABEL III (L/B);CB8761;13/03/2019 16:25:34;-51.6933;-76.127;41;0.505
BRYAN ALEJANDRO (ART);CA6493;13/03/2019 16:25:22;-41.867;-73.8327;0;0
DON FELIX III (L/B);CA5860;13/03/2019 16:25:12;-41.4973;-72.9857;0;0
JOSUE (ART);CB6783;13/03/2019 16:25:07;-36.7272;-73.1315;0;0
FERNANDO ANDRES II (L/B);CB8500;13/03/2019 16:25:00;-33.5834;-71.6146;93;0
LA ANGELITA (ART);CA5572;13/03/2019 16:25:00;-23.094444;-70.446111;200;0
YUCATAN (L/B);CA3551;13/03/2019 16:25:00;-38.283056;-74.322778;215;4.607
GENESIS ELENA (ART);CB7443;13/03/2019 16:25:00;-37.603611;-73.651944;136;0
DON JAIME (ART);CA2276;13/03/2019 16:25:00;-39.239167;-74.901389;299;0.797
DON JULIO (ART);CB7737;13/03/2019 16:25:00;-40.069444;-75.524722;28;1.594
MAR PRIMERO (ART);CB8415;13/03/2019 16:24:59;-37.5992;-73.662;1;0
PETROHUE I (ART);CB7842;13/03/2019 16:24:58;-18.4724;-70.3207;14;0.505
IGNACIA MONSERRAT (L/B);CA5615;13/03/2019 16:24:56;-35.1873;-72.6856;118;7.503
ROYAL BLUE (L/B);CA6676;13/03/2019 16:24:54;-27.0637;-70.8249;0;0
ODISEO (ART);CB8088;13/03/2019 16:24:44;-18.4717;-70.322;357;0.505
MARIA ISABEL (ART);CB4425;13/03/2019 16:24:42;-36.7262;-73.1322;0;0
UZIEL II (ART);CB7875;13/03/2019 16:24:41;-36.6771;-73.0611;217;4.51
TIBURON B (ART);CB5791;13/03/2019 16:24:39;-41.7869;-73.1493;238;0
COYI II (ART);CA5302;13/03/2019 16:24:28;-18.472;-70.3214;17;0.505
FEIDIPIDES (L/B);CB5726;13/03/2019 16:24:01;-39.8336;-73.256;297;0
YARODAL II (TRP);CA5657;13/03/2019 16:24:00;-53.3622;-69.6733;0;0
DOÑA CATALINA (ART);CB4518;13/03/2019 16:24:00;-37.028889;-73.159444;250;0
DON WILLY (ART);CA4495;13/03/2019 16:24:00;-36.638611;-73.091389;231;0
EL ACUARIO I (ART);CA3606;13/03/2019 16:24:00;-36.838056;-73.396389;82;1.808
ACUARIO IV (ART);CB3567;13/03/2019 16:24:00;-37.600833;-73.658889;337;0
DON ALFONSO II (ART);CB6772;13/03/2019 16:24:00;-41.493056;-72.984722;41;0
DON EDUARDO II (ART-TRP);CB8886;13/03/2019 16:24:00;-41.7225;-73.152778;145;0
KOKALECA III (ART);CA2563;13/03/2019 16:24:00;-42.382778;-73.654444;274;0
MARISELA I (ART);CA4876;13/03/2019 16:24:00;-36.706944;-73.070833;325;6.998
DON BENJA (ART);CA4314;13/03/2019 16:24:00;-39.908889;-75.488611;175;5.695
MARICIA (ART);CB4523;13/03/2019 16:24:00;-36.640833;-73.090556;107;0
DON MANUEL R (ART);CA3586;13/03/2019 16:24:00;-36.686944;-73.082778;216;3.596
NOVIA DEL MAR IV (ART);CA5130;13/03/2019 16:24:00;-36.6575;-73.090556;5;6.395
SOFIA M (L/B);CA6636;13/03/2019 16:24:00;-40.069722;-75.616111;197;3.207
PATRICIA III (ART);CB3815;13/03/2019 16:24:00;-36.538333;-72.955833;89;0
DON ARMANDO (ART);CB3212;13/03/2019 16:24:00;-36.641111;-73.091111;0;0
JOSE LUIS (ART);CB4969;13/03/2019 16:24:00;-40.1675;-75.673611;239;5.793
DON FRANCISCO I (ART);CA3074;13/03/2019 16:24:00;-42.007222;-72.594444;0;0
DON MATEO I (ART);CA5696;13/03/2019 16:24:00;-37.601389;-73.655833;349;0
DON FERNANDO II (ART);CB6996;13/03/2019 16:24:00;-39.934444;-75.788611;276;6.803
LIDIA C (ART);CB8129;13/03/2019 16:24:00;-39.211944;-75.320833;70;7.309
ESTRELLA II (ART);CB4492;13/03/2019 16:24:00;-36.8375;-73.307222;232;1.905
DON NORMA (ART);CB8675;13/03/2019 16:24:00;-36.673056;-73.082778;13;0
PUERTO BRAVO (ART);CB7625;13/03/2019 16:24:00;-37.603333;-73.6525;13;0
MARBELLA II (ART);CB6318;13/03/2019 16:24:00;-36.530278;-72.956944;252;0
INGRID FERNANDA (ART);CA2921;13/03/2019 16:23:57;-37.6039;-73.6514;130;0.194
ENRIQUE I (TRP);CB5437;13/03/2019 16:23:50;-45.231;-73.541;301;0
LOBO DE AFUERA V (ART);CA4636;13/03/2019 16:23:46;-18.4724;-70.3226;0;0
KAWESCAR (ART);CB8264;13/03/2019 16:23:34;-18.4713;-70.3232;358;0.505
ARKHOS IV (ART);CA6307;13/03/2019 16:23:33;-18.4716;-70.3224;354;0.505
GRINGO PABLO II (ART);CB8300;13/03/2019 16:23:32;-18.4729;-70.3216;350;0.505
CHANGO I (ART);CA4154;13/03/2019 16:23:31;-18.4712;-70.3223;0;0
AMADEUS (ART);CA4581;13/03/2019 16:23:30;-18.4749;-70.3221;30;0.505
GUAJACHE II (ART);CA2756;13/03/2019 16:23:29;-18.4721;-70.3218;0;0
LORETO V (ART);CA5374;13/03/2019 16:23:27;-18.4708;-70.3231;8;0
DON DANIEL I (L/B);CB5201;13/03/2019 16:23:27;-36.7262;-73.1315;0;0
ISAURA (ART);CB5051;13/03/2019 16:23:24;-18.4727;-70.3218;0;0
DON ANIBAL (ART);CB3976;13/03/2019 16:23:22;-42.2907;-74.2062;171;15.006
PELICANO (ART);CB2179;13/03/2019 16:23:00;-18.4715;-70.3226;1;0.505
J J (ART);CB2506;13/03/2019 16:23:00;-18.4721;-70.3223;159;0.505
SARITA II (ART);CB6395;13/03/2019 16:23:00;-36.800556;-73.376111;314;1.108
FLOPY I (ART);CA5582;13/03/2019 16:23:00;-46.83;-75.684167;157;9.097
DON ALFONSO IV (L/B);CA6685;13/03/2019 16:23:00;-40.012778;-75.4675;344;1.905
DON DIONISIO II (ART);CA5286;13/03/2019 16:23:00;-37.026389;-73.159167;158;0
DON UBALDO H.Q. (ART);CB4148;13/03/2019 16:22:58;-18.4712;-70.3224;0;0
DIEGO ESTEBAN (ART);CA5543;13/03/2019 16:22:57;-37.0277;-73.1596;166;0
MATIAS NICOLAS (ART);CA5093;13/03/2019 16:22:50;-36.7264;-73.1303;0;0
SANTA MARIA II (L/B);CB3528;13/03/2019 16:22:47;-36.638;-73.0892;1;0.505
TAJAMAR V (ART-TRP);CB8962;13/03/2019 16:22:41;-55.0819;-67.0738;20;0.505
REY SALOMON (ART);CB5545;13/03/2019 16:22:33;-41.7644;-73.1313;13;0.097
STA. ISABEL I (L/B);CB5705;13/03/2019 16:22:32;-51.2772;-76.0055;341;8.495
AMADEUS II (ART);CA5192;13/03/2019 16:22:24;-18.4725;-70.3232;17;0.505
MARCELO RODOLFO (ART);CB6507;13/03/2019 16:22:23;-18.4709;-70.3233;0;0
ISAAC (ART);CB8039;13/03/2019 16:22:16;-36.7261;-73.1318;0;0
DOÑA BERNARDA (L/B);CA5416;13/03/2019 16:22:00;-29.952;-71.332;83;0
DON LUIS ALBERTO (ART);CB8058;13/03/2019 16:22:00;-36.71;-73.112;282;0
YULIANA ANTONELLA (ART);CA6271;13/03/2019 16:22:00;-27.052;-70.813;72;0
MISIONERA II (ART) 153076;CB5982;13/03/2019 16:22:00;-36.715;-73.107;223;0
GAROTA IV (ART);CA5832;13/03/2019 16:22:00;-29.98;-71.403;59;6.998
AGUILA REAL (ART);CB4161;13/03/2019 16:22:00;-39.833;-73.254;241;0
RIO JORDAN IV (ART);CB7665;13/03/2019 16:22:00;-37.099;-73.166;34;0
RIO VALDIVIA (ART);CB8173;13/03/2019 16:22:00;-39.874;-73.384;164;0
MARIA SOLEDAD II (ART);CB9670;13/03/2019 16:22:00;-29.968;-71.354;171;0
JOSE SEBASTIAN (ART);CB9898;13/03/2019 16:22:00;-37.026;-73.155;229;0
DON JOSE MIGUEL (ART);CB3573;13/03/2019 16:22:00;-27.076;-70.848;61;0
DON HECTOR I (ART);CB4815;13/03/2019 16:22:00;-39.891;-73.42;193;0
CONSTITUCION (ART);CB8064;13/03/2019 16:22:00;-39.874;-73.384;327;0
SOFIA MAGDALENA (ART);CA2112;13/03/2019 16:22:00;-28.152;-71.242;155;8.009
GAROTA II (ART);CA3942;13/03/2019 16:22:00;-29.911;-71.399;96;6.998
GAROTA V (ART??);CA6799;13/03/2019 16:22:00;-30.132;-71.594;301;8.495
DELFIN 2000 (ART);CB6837;13/03/2019 16:22:00;-29.967;-71.36;252;0
DON PANCRACIO (ART);CB8165;13/03/2019 16:22:00;-28.159;-71.254;154;7.503
CHUBASCO I (ART);CB4352;13/03/2019 16:22:00;-27.076;-70.848;245;0
DON CHOLITO (ART);CB6701;13/03/2019 16:22:00;-39.834;-73.257;161;0
DON BOSCO (ART);CB6666;13/03/2019 16:22:00;-36.712;-73.113;135;0
FORTUNA IV (ART);CA2841;13/03/2019 16:22:00;-28.176;-71.365;174;6.998
CLAUDIO I (ART);CB6658;13/03/2019 16:22:00;-39.52;-73.345;194;8.009
DOÑA CARMELA (ART);CB8749;13/03/2019 16:22:00;-39.835;-73.258;358;0
DONCELLA II (ART);CB9807;13/03/2019 16:22:00;-36.675;-73.08;49;0
FORTUNA III (ART);CB8070;13/03/2019 16:22:00;-27.063;-70.826;32;0
PUNTA DE HUMO (L/B);CB2205;13/03/2019 16:22:00;-29.952;-71.335;354;0
PUNTA BRAVA (ART);CA3697;13/03/2019 16:22:00;-39.874;-73.384;350;0
DON JOAQUIN  (ART);CB5153;13/03/2019 16:22:00;-39.873;-73.383;17;0
ANSELMO I (ART);CB8578;13/03/2019 16:22:00;-36.655;-73.038;353;6.998
LINARES (ART);CB8063;13/03/2019 16:22:00;-39.835;-73.258;188;0
SAMARITANO I (ART);CB9955;13/03/2019 16:22:00;-39.891;-73.423;297;0
ISAAC II (ART);CA4843;13/03/2019 16:22:00;-39.525;-73.363;28;0
DON LUIS (ART);CB6500;13/03/2019 16:22:00;-23.094;-70.446;283;0
DON ULMES (ART);CA3763;13/03/2019 16:22:00;-39.884;-73.427;329;0
DOÑA JOVA 2DA (ART);CA4240;13/03/2019 16:22:00;-37.029;-73.159;28;0
PUNTA PICHICUY (ART);CB5095;13/03/2019 16:22:00;-27.064;-70.825;12;0
EL CID (ART);CB9336;13/03/2019 16:22:00;-28.202;-71.241;303;0
EL CHONO (ART);CB8218;13/03/2019 16:22:00;-45.781;-73.542;26;5.501
DON JOSE I (ART);CA3693;13/03/2019 16:22:00;-18.472;-70.324;75;0
DON BENITO II (ART);CB8981;13/03/2019 16:22:00;-28.176;-71.24;151;6.006
DON RAFAEL (ART);CB8339;13/03/2019 16:22:00;-33.584;-71.615;157;0
RAQUEL I (ART);CB8952;13/03/2019 16:22:00;-28.181;-71.281;115;6.998
MAIMAU I  (ART);CA4388;13/03/2019 16:22:00;-28.093;-71.252;171;6.998
MASTER (ART);CB6356;13/03/2019 16:22:00;-39.835;-73.258;193;0
DON ATILIO (ART);CA3559;13/03/2019 16:22:00;-28.294;-71.24;16;6.006
PIONERO (ART);CB6548;13/03/2019 16:22:00;-27.061;-70.824;114;0
DON JOSE EDGARDO (ART);CB8209;13/03/2019 16:22:00;-27.063;-70.825;67;0
SAN FRANCISCO II (ART/TRP);CB9837;13/03/2019 16:22:00;-42.3824;-73.6531;347;0
LUCAS I (ART);CB9299;13/03/2019 16:22:00;-37.026111;-73.157222;354;0
ANTARES IV (ART);CA2738;13/03/2019 16:22:00;-41.895556;-73.0025;314;7.095
DON JEAN PIERRE (ART);CB8435;13/03/2019 16:22:00;-39.228889;-75.51;187;4.51
DON RODRIGO B (ART);CA3929;13/03/2019 16:22:00;-37.150278;-73.487778;155;1.497
DON NAO (ART);CA2070;13/03/2019 16:22:00;-40.011944;-75.959722;299;6.998
JECHITO VI (L/B);CB3884;13/03/2019 16:22:00;-33.45;-72.004;174;0
PALMI I (L/B);CB7795;13/03/2019 16:22:00;-41.793;-74.963;28;6.492
FELIPE EDUARDO (ART);CB7652;13/03/2019 16:22:00;-45.401;-72.703;153;0
DON JUAN (ART-TRP);CB9510;13/03/2019 16:22:00;-45.165;-73.524;2;0
DON LUIS ALBERTO II (ART);CA3864;13/03/2019 16:21:53;-37.0973;-73.1644;13;0
DOÑA MERCEDES (ART);CB4519;13/03/2019 16:21:50;-23.0926;-70.4462;144;0.194
CARLOS FABIAN III (ART);CB9406;13/03/2019 16:21:47;-41.4866;-72.977;29;0.505
RUCACH I (ART-TRP);CB8233;13/03/2019 16:21:38;-53.0956;-70.8747;0;0
VALENCIA (ART);CB2452;13/03/2019 16:21:34;-20.2045;-70.1527;0;0
MARGOT MARIA (ART-TRP);CB5280;13/03/2019 16:21:30;-53.2089;-70.9388;0;0
